ts,followers,text_len,likes_mid,rts_mid,replies_mid,likes_low,likes_high,rts_low,rts_high,replies_low,replies_high,feat_ms,ml_ms,persona_ms,calibration_ms,scaling_ms,ranges_ms,predict_blended_total_ms,route_total_ms,models_likes,models_retweets,models_replies,weights_mode
2025-08-17T11:41:53Z,315,89,16,3,1,0,179,0,32,0,6,298,46,363,32,0,179,741,922,NEW,NEW,NEW,dynamic
2025-08-17T11:42:07Z,315,83,15,3,1,0,252,0,47,0,9,407,53,366,27,0,158,855,1015,NEW,NEW,NEW,dynamic
2025-08-17T12:18:27Z,100,107,14,2,0,0,185,0,26,0,2,13713,249,686,135,0,326,14785,15124,NEW,NEW,NEW,dynamic
2025-08-17T12:18:36Z,100,111,14,2,0,0,130,0,25,0,2,15807,732,2040,1639,0,2803,20220,23356,NEW,NEW,NEW,dynamic
2025-08-17T12:18:36Z,100,101,14,2,0,0,160,0,25,0,2,15834,1677,1721,1429,0,2761,20663,23633,NEW,NEW,NEW,dynamic
2025-08-17T12:18:39Z,100,111,12,2,0,0,135,0,26,0,2,16820,3053,1354,2436,0,2740,23664,26645,NEW,NEW,NEW,dynamic
2025-08-17T12:18:42Z,100,89,15,3,0,0,208,0,34,0,2,18814,2566,2649,2588,0,2631,26619,29526,NEW,NEW,NEW,dynamic
2025-08-17T12:18:42Z,100,123,14,2,0,0,109,0,23,0,2,19213,2784,3087,2892,0,2171,27978,30164,NEW,NEW,NEW,dynamic
2025-08-17T12:18:43Z,100,99,15,3,0,0,190,0,44,0,2,21102,4094,2575,1649,0,1208,29422,30881,NEW,NEW,NEW,dynamic
2025-08-17T12:18:44Z,100,113,14,2,0,0,121,0,25,0,2,21226,3965,2778,1953,0,1289,29924,31427,NEW,NEW,NEW,dynamic
2025-08-17T12:18:44Z,100,97,13,2,0,0,214,0,32,0,2,25492,2882,1563,800,0,1067,30738,31902,NEW,NEW,NEW,dynamic
2025-08-17T12:18:46Z,100,100,15,3,0,0,190,0,28,0,2,29948,1481,849,1012,0,340,33292,33737,NEW,NEW,NEW,dynamic
2025-08-17T12:18:52Z,100,100,15,3,0,0,190,0,28,0,2,3073,688,1459,821,0,1404,6042,7581,NEW,NEW,NEW,dynamic
2025-08-17T12:18:53Z,100,123,14,2,0,0,109,0,23,0,2,3541,1803,1081,927,0,634,7354,8105,NEW,NEW,NEW,dynamic
2025-08-17T12:18:53Z,100,113,14,2,0,0,121,0,25,0,2,5232,1255,1258,224,0,467,7970,8564,NEW,NEW,NEW,dynamic
2025-08-17T12:18:56Z,100,99,15,3,0,0,190,0,44,0,2,8537,491,1293,727,0,713,11050,11845,NEW,NEW,NEW,dynamic
2025-08-17T12:18:57Z,100,97,13,2,0,0,214,0,32,0,2,8921,1127,1379,438,0,293,11868,12170,NEW,NEW,NEW,dynamic
2025-08-17T12:18:58Z,100,89,15,3,0,0,208,0,34,0,2,664,119,555,63,0,258,1403,1664,NEW,NEW,NEW,dynamic
2025-08-17T12:19:00Z,100,89,15,3,0,0,208,0,34,0,2,537,106,582,52,0,357,1278,1637,NEW,NEW,NEW,dynamic
2025-08-17T12:19:02Z,100,97,13,2,0,0,214,0,32,0,2,640,109,635,54,0,316,1439,1757,NEW,NEW,NEW,dynamic
2025-08-17T12:19:04Z,100,101,14,2,0,0,160,0,25,0,2,703,122,912,71,0,338,1810,2151,NEW,NEW,NEW,dynamic
2025-08-17T12:19:06Z,100,99,15,3,0,0,190,0,44,0,2,767,149,976,64,0,296,1957,2256,NEW,NEW,NEW,dynamic
2025-08-17T12:19:08Z,100,89,15,3,0,0,208,0,34,0,2,681,124,818,55,0,284,1680,1966,NEW,NEW,NEW,dynamic
2025-08-17T12:19:10Z,100,107,14,2,0,0,185,0,26,0,2,604,120,690,67,0,254,1483,1740,NEW,NEW,NEW,dynamic
2025-08-17T12:19:12Z,100,111,12,2,0,0,135,0,26,0,2,753,119,837,86,0,370,1796,2169,NEW,NEW,NEW,dynamic
2025-08-17T12:19:14Z,100,111,14,2,0,0,130,0,25,0,2,953,163,752,73,0,275,1942,2220,NEW,NEW,NEW,dynamic
2025-08-17T12:19:17Z,100,100,15,3,0,0,190,0,28,0,2,685,132,955,80,0,514,1853,2370,NEW,NEW,NEW,dynamic
2025-08-17T12:19:19Z,100,123,14,2,0,0,109,0,23,0,2,1076,120,821,62,0,296,2080,2380,NEW,NEW,NEW,dynamic
2025-08-17T12:19:21Z,100,113,14,2,0,0,121,0,25,0,2,712,115,795,68,0,436,1692,2130,NEW,NEW,NEW,dynamic
2025-08-17T12:22:03Z,100,123,14,2,0,0,109,0,23,0,2,8296,115,665,100,0,258,9177,9443,NEW,NEW,NEW,dynamic
2025-08-17T12:22:16Z,100,111,12,2,0,0,135,0,26,0,2,16905,622,1616,756,0,1950,19901,22075,NEW,NEW,NEW,dynamic
2025-08-17T12:22:17Z,100,111,14,2,0,0,130,0,25,0,2,17420,1913,1528,1486,0,667,22349,23239,NEW,NEW,NEW,dynamic
2025-08-17T12:22:18Z,100,113,14,2,0,0,121,0,25,0,2,19220,1938,1429,261,0,1190,22849,24185,NEW,NEW,NEW,dynamic
2025-08-17T12:22:18Z,100,101,14,2,0,0,160,0,25,0,2,19186,2063,1399,421,0,1107,23071,24354,NEW,NEW,NEW,dynamic
2025-08-17T12:22:21Z,100,89,15,3,0,0,208,0,34,0,2,24330,342,1152,339,0,839,26164,27038,NEW,NEW,NEW,dynamic
2025-08-17T12:22:21Z,100,107,14,2,0,0,185,0,26,0,2,23922,659,1288,316,0,745,26186,27041,NEW,NEW,NEW,dynamic
2025-08-17T12:22:23Z,100,99,15,3,0,0,190,0,44,0,2,26329,761,589,238,0,668,27919,28704,NEW,NEW,NEW,dynamic
2025-08-17T12:22:25Z,100,97,13,2,0,0,214,0,32,0,2,28129,629,1145,536,0,351,30440,30797,NEW,NEW,NEW,dynamic
2025-08-17T12:22:25Z,100,100,15,3,0,0,190,0,28,0,2,28408,825,1212,228,0,491,30675,31168,NEW,NEW,NEW,dynamic
2025-08-17T12:22:52Z,100,97,13,2,0,0,214,0,32,0,2,3184,484,1016,586,0,351,5272,5718,NEW,NEW,NEW,dynamic
2025-08-17T12:22:52Z,100,100,15,3,0,0,190,0,28,0,2,3560,921,911,197,0,285,5591,5885,NEW,NEW,NEW,dynamic
2025-08-17T12:23:13Z,100,89,15,3,0,0,208,0,34,0,2,2200,131,796,58,0,261,3187,3450,NEW,NEW,NEW,dynamic
2025-08-17T12:23:14Z,100,89,15,3,0,0,208,0,34,0,2,582,117,862,68,0,256,1630,1889,NEW,NEW,NEW,dynamic
2025-08-17T12:23:16Z,100,89,15,3,0,0,208,0,34,0,2,579,106,735,60,0,243,1481,1726,NEW,NEW,NEW,dynamic
2025-08-17T12:23:18Z,100,100,15,3,0,0,190,0,28,0,2,623,103,833,65,0,270,1627,1899,NEW,NEW,NEW,dynamic
2025-08-17T12:23:20Z,100,101,14,2,0,0,160,0,25,0,2,650,125,894,56,0,245,1726,1974,NEW,NEW,NEW,dynamic
2025-08-17T12:23:22Z,100,97,13,2,0,0,214,0,32,0,2,598,106,709,59,0,239,1473,1715,NEW,NEW,NEW,dynamic
2025-08-17T12:23:24Z,100,99,15,3,0,0,190,0,44,0,2,573,104,912,57,0,231,1648,1881,NEW,NEW,NEW,dynamic
2025-08-17T12:23:26Z,100,111,12,2,0,0,135,0,26,0,2,696,110,993,61,0,241,1861,2104,NEW,NEW,NEW,dynamic
2025-08-17T12:23:28Z,100,107,14,2,0,0,185,0,26,0,2,596,99,929,62,0,298,1688,1989,NEW,NEW,NEW,dynamic
2025-08-17T12:23:30Z,100,113,14,2,0,0,121,0,25,0,2,733,157,1302,69,0,362,2262,2626,NEW,NEW,NEW,dynamic
2025-08-17T12:23:32Z,100,111,14,2,0,0,130,0,25,0,2,706,109,800,60,0,300,1677,1979,NEW,NEW,NEW,dynamic
2025-08-17T12:23:56Z,100,123,14,2,0,0,109,0,23,0,2,2194,125,782,57,0,245,3159,3407,NEW,NEW,NEW,dynamic
2025-08-17T12:24:47Z,100,97,13,2,0,0,214,0,32,0,2,4210,2396,2531,4692,0,4265,13830,18601,NEW,NEW,NEW,dynamic
2025-08-17T12:24:47Z,100,123,14,2,0,0,109,0,23,0,2,4357,2636,3187,4513,0,3360,14695,18667,NEW,NEW,NEW,dynamic
2025-08-17T12:24:47Z,100,89,15,3,0,0,208,0,34,0,2,5271,3350,3103,5765,0,1284,17491,19027,NEW,NEW,NEW,dynamic
2025-08-17T12:24:48Z,100,111,12,2,0,0,135,0,26,0,2,5690,4154,5672,2803,0,1422,18321,19947,NEW,NEW,NEW,dynamic
2025-08-17T12:24:48Z,100,113,14,2,0,0,121,0,25,0,2,6008,5482,4730,2542,0,1271,18763,20090,NEW,NEW,NEW,dynamic
2025-08-17T12:24:48Z,100,107,14,2,0,0,185,0,26,0,2,6672,5556,4857,1440,0,1425,18527,20035,NEW,NEW,NEW,dynamic
2025-08-17T12:24:49Z,100,100,15,3,0,0,190,0,28,0,2,5973,4112,4803,3782,0,1580,18672,20333,NEW,NEW,NEW,dynamic
2025-08-17T12:24:49Z,100,99,15,3,0,0,190,0,44,0,2,6369,5711,5292,1400,0,1495,18773,20318,NEW,NEW,NEW,dynamic
2025-08-17T12:24:49Z,100,111,14,2,0,0,130,0,25,0,2,6053,5299,5230,1954,0,1568,18537,20275,NEW,NEW,NEW,dynamic
2025-08-17T12:24:49Z,100,101,14,2,0,0,160,0,25,0,2,6618,7853,3383,964,0,1433,18820,20412,NEW,NEW,NEW,dynamic
2025-08-17T12:24:51Z,100,89,15,3,0,0,208,0,34,0,2,616,108,797,55,0,248,1577,1827,NEW,NEW,NEW,dynamic
2025-08-17T12:24:52Z,100,89,15,3,0,0,208,0,34,0,2,687,118,655,61,0,255,1523,1780,NEW,NEW,NEW,dynamic
2025-08-17T12:24:54Z,100,89,15,3,0,0,208,0,34,0,2,572,96,631,52,0,234,1353,1589,NEW,NEW,NEW,dynamic
2025-08-17T12:24:56Z,100,100,15,3,0,0,190,0,28,0,2,604,101,1107,62,0,280,1876,2158,NEW,NEW,NEW,dynamic
2025-08-17T12:24:58Z,100,99,15,3,0,0,190,0,44,0,2,627,105,698,64,0,237,1495,1734,NEW,NEW,NEW,dynamic
2025-08-17T12:25:00Z,100,123,14,2,0,0,109,0,23,0,2,613,109,784,54,0,277,1561,1841,NEW,NEW,NEW,dynamic
2025-08-17T12:25:02Z,100,113,14,2,0,0,121,0,25,0,2,724,228,906,64,0,239,1923,2165,NEW,NEW,NEW,dynamic
2025-08-17T12:25:04Z,100,107,14,2,0,0,185,0,26,0,2,600,101,689,52,0,243,1444,1690,NEW,NEW,NEW,dynamic
2025-08-17T12:25:05Z,100,97,13,2,0,0,214,0,32,0,2,610,114,725,56,0,239,1506,1747,NEW,NEW,NEW,dynamic
2025-08-17T12:25:07Z,100,111,14,2,0,0,130,0,25,0,2,723,153,822,65,0,246,1763,2012,NEW,NEW,NEW,dynamic
2025-08-17T12:25:09Z,100,111,12,2,0,0,135,0,26,0,2,581,113,709,63,0,214,1469,1685,NEW,NEW,NEW,dynamic
2025-08-17T12:25:11Z,100,101,14,2,0,0,160,0,25,0,2,600,109,775,63,0,228,1548,1779,NEW,NEW,NEW,dynamic
2025-08-17T12:29:40Z,100,111,14,2,0,0,130,0,25,0,2,8143,324,899,173,0,395,9540,9943,NEW,NEW,NEW,dynamic
2025-08-17T12:29:45Z,100,99,15,3,0,0,190,0,44,0,2,13252,230,927,114,0,294,14524,14830,NEW,NEW,NEW,dynamic
2025-08-17T12:29:49Z,100,113,14,2,0,0,121,0,25,0,2,16822,220,878,196,0,435,18117,18710,NEW,NEW,NEW,dynamic
2025-08-17T12:29:52Z,100,89,15,3,0,0,208,0,34,0,2,18313,623,899,384,0,1669,20221,21923,NEW,NEW,NEW,dynamic
2025-08-17T12:29:56Z,100,101,14,2,0,0,160,0,25,0,2,19816,1117,1666,888,0,2197,23489,25726,NEW,NEW,NEW,dynamic
2025-08-17T12:29:56Z,100,123,14,2,0,0,109,0,23,0,2,20195,1432,1750,785,0,1501,24163,26279,NEW,NEW,NEW,dynamic
2025-08-17T12:29:57Z,100,100,15,3,0,0,190,0,28,0,2,21580,1927,1163,1522,0,997,26193,27223,NEW,NEW,NEW,dynamic
2025-08-17T12:29:58Z,100,107,14,2,0,0,185,0,26,0,2,22014,1832,1659,657,0,1505,26164,27777,NEW,NEW,NEW,dynamic
2025-08-17T12:30:00Z,100,111,12,2,0,0,135,0,26,0,2,26076,1261,1318,690,0,485,29347,29956,NEW,NEW,NEW,dynamic
2025-08-17T12:30:00Z,100,97,13,2,0,0,214,0,32,0,2,27048,1605,948,210,0,261,29812,30180,NEW,NEW,NEW,dynamic
2025-08-17T12:30:04Z,100,97,13,2,0,0,214,0,32,0,2,723,110,919,55,0,233,1809,2044,NEW,NEW,NEW,dynamic
2025-08-17T12:30:06Z,100,89,15,3,0,0,208,0,34,0,2,575,103,680,55,0,235,1414,1651,NEW,NEW,NEW,dynamic
2025-08-17T12:30:08Z,100,89,15,3,0,0,208,0,34,0,2,474,120,668,59,0,313,1322,1637,NEW,NEW,NEW,dynamic
2025-08-17T12:30:10Z,100,113,14,2,0,0,121,0,25,0,2,739,132,1093,67,0,286,2033,2322,NEW,NEW,NEW,dynamic
2025-08-17T12:30:12Z,100,111,12,2,0,0,135,0,26,0,2,625,114,871,67,0,238,1678,1919,NEW,NEW,NEW,dynamic
2025-08-17T12:30:14Z,100,99,15,3,0,0,190,0,44,0,2,578,104,998,64,0,270,1745,2017,NEW,NEW,NEW,dynamic
2025-08-17T12:30:16Z,100,89,15,3,0,0,208,0,34,0,2,622,102,709,61,0,206,1496,1705,NEW,NEW,NEW,dynamic
2025-08-17T12:30:17Z,100,123,14,2,0,0,109,0,23,0,2,502,112,731,67,0,236,1414,1652,NEW,NEW,NEW,dynamic
2025-08-17T12:30:19Z,100,111,14,2,0,0,130,0,25,0,2,521,102,882,63,0,277,1569,1849,NEW,NEW,NEW,dynamic
2025-08-17T12:30:21Z,100,97,13,2,0,0,214,0,32,0,2,590,110,691,67,0,229,1458,1690,NEW,NEW,NEW,dynamic
2025-08-17T12:30:23Z,100,101,14,2,0,0,160,0,25,0,2,556,107,935,55,0,235,1653,1890,NEW,NEW,NEW,dynamic
2025-08-17T12:30:25Z,100,107,14,2,0,0,185,0,26,0,2,516,110,843,52,0,270,1523,1795,NEW,NEW,NEW,dynamic
2025-08-17T12:30:26Z,100,100,15,3,0,0,190,0,28,0,2,575,111,738,69,0,225,1495,1722,NEW,NEW,NEW,dynamic
2025-08-17T12:38:04Z,100,79,14,3,0,0,205,0,36,0,2,8920,164,834,99,0,504,10020,10532,NEW,NEW,NEW,dynamic
2025-08-17T12:38:10Z,100,103,14,3,0,0,178,0,43,0,2,15151,189,799,115,0,270,16255,16531,NEW,NEW,NEW,dynamic
2025-08-17T12:38:12Z,100,87,14,4,0,0,169,0,55,0,2,16757,170,690,151,0,309,17769,18088,NEW,NEW,NEW,dynamic
2025-08-17T12:38:13Z,100,86,13,3,0,0,192,0,48,0,2,18533,184,642,101,0,250,19462,19718,NEW,NEW,NEW,dynamic
2025-08-17T12:38:18Z,100,86,14,4,0,0,243,0,51,0,2,22944,254,713,124,0,283,24037,24336,NEW,NEW,NEW,dynamic
2025-08-17T12:38:22Z,100,80,15,4,1,0,291,0,55,0,12,24741,809,881,275,0,1657,26708,28557,NEW,NEW,NEW,dynamic
2025-08-17T12:38:22Z,100,70,17,5,1,0,276,0,58,0,12,25484,1145,876,1040,0,372,28546,28934,NEW,NEW,NEW,dynamic
2025-08-17T12:38:23Z,100,86,14,3,0,0,201,0,45,0,2,25523,1379,1172,518,0,503,28594,29109,NEW,NEW,NEW,dynamic
2025-08-17T12:38:26Z,100,89,15,3,1,0,198,0,45,0,7,29442,512,1078,570,0,473,31604,32251,NEW,NEW,NEW,dynamic
2025-08-17T12:38:27Z,100,107,14,4,0,0,210,0,58,0,2,29909,1232,759,363,0,1235,32265,33506,NEW,NEW,NEW,dynamic
2025-08-17T12:38:30Z,100,239,15,4,1,0,193,0,66,0,8,33475,632,1379,806,0,332,36293,36701,NEW,NEW,NEW,dynamic
2025-08-17T12:38:30Z,100,82,14,3,0,0,242,0,43,0,2,34279,1261,791,208,0,371,36540,36926,NEW,NEW,NEW,dynamic
2025-08-17T12:38:37Z,100,107,14,4,0,0,210,0,58,0,2,5926,806,1321,1181,0,1452,9236,10879,NEW,NEW,NEW,dynamic
2025-08-17T12:38:37Z,100,89,15,3,1,0,198,0,45,0,7,6387,1695,960,1577,0,603,10620,11270,NEW,NEW,NEW,dynamic
2025-08-17T12:38:38Z,100,239,15,4,1,0,193,0,66,0,8,7124,1938,1413,508,0,1151,10985,12197,NEW,NEW,NEW,dynamic
2025-08-17T12:38:38Z,100,82,14,3,0,0,242,0,43,0,2,10236,1021,742,221,0,248,12221,12476,NEW,NEW,NEW,dynamic
2025-08-17T12:38:40Z,100,89,15,3,0,0,208,0,34,0,2,608,117,818,56,0,252,1601,1855,NEW,NEW,NEW,dynamic
2025-08-17T12:38:42Z,100,89,15,3,0,0,208,0,34,0,2,528,117,902,62,0,264,1610,1876,NEW,NEW,NEW,dynamic
2025-08-17T12:38:44Z,100,87,14,4,0,0,169,0,55,0,2,637,117,801,61,0,318,1618,1938,NEW,NEW,NEW,dynamic
2025-08-17T12:38:46Z,100,86,13,3,0,0,192,0,48,0,2,595,123,732,67,0,243,1519,1765,NEW,NEW,NEW,dynamic
2025-08-17T12:38:47Z,100,89,15,3,1,0,198,0,45,0,7,454,113,558,60,0,278,1186,1467,NEW,NEW,NEW,dynamic
2025-08-17T12:38:49Z,100,86,14,4,0,0,243,0,51,0,2,636,117,746,84,0,330,1585,1917,NEW,NEW,NEW,dynamic
2025-08-17T12:38:51Z,100,82,14,3,0,0,242,0,43,0,2,659,145,812,64,0,310,1682,1995,NEW,NEW,NEW,dynamic
2025-08-17T12:38:53Z,100,80,15,4,1,0,291,0,55,0,12,698,123,595,58,0,236,1475,1713,NEW,NEW,NEW,dynamic
2025-08-17T12:38:54Z,100,70,17,5,1,0,276,0,58,0,12,531,108,537,58,0,256,1236,1495,NEW,NEW,NEW,dynamic
2025-08-17T12:38:56Z,100,86,14,3,0,0,201,0,45,0,2,552,106,750,60,0,255,1469,1727,NEW,NEW,NEW,dynamic
2025-08-17T12:38:58Z,100,107,14,4,0,0,210,0,58,0,2,620,121,666,55,0,235,1464,1701,NEW,NEW,NEW,dynamic
2025-08-17T12:38:59Z,100,79,14,3,0,0,205,0,36,0,2,557,115,616,55,0,240,1344,1587,NEW,NEW,NEW,dynamic
2025-08-17T12:39:01Z,100,103,14,3,0,0,178,0,43,0,2,569,106,780,56,0,241,1513,1757,NEW,NEW,NEW,dynamic
2025-08-17T12:39:03Z,100,239,15,4,1,0,193,0,66,0,8,582,113,1094,53,0,220,1843,2065,NEW,NEW,NEW,dynamic
2025-08-17T12:41:13Z,315,89,16,3,1,0,208,0,34,0,7,1354,169,1562,90,0,455,3177,3635,NEW,NEW,NEW,dynamic
2025-08-17T12:41:23Z,315,71,18,5,1,0,270,0,58,0,12,1397,205,1330,106,0,509,3040,3552,NEW,NEW,NEW,dynamic
2025-08-17T12:41:42Z,315,89,16,3,1,0,208,0,34,0,7,1303,201,1778,122,0,522,3405,3931,NEW,NEW,NEW,dynamic
2025-08-17T23:14:22Z,315,82,13,2,0,0,201,0,32,0,2,751,151,816,61,0,267,1781,2063,NEW,NEW,NEW,dynamic
2025-08-17T23:20:16Z,315,73,13,2,0,0,180,0,22,0,2,83404,121,650,68,0,285,84245,84532,NEW,NEW,NEW,dynamic
2025-08-17T23:20:35Z,100,74,12,1,0,0,119,0,14,0,2,89496,215,938,82,0,595,90733,91331,NEW,NEW,NEW,dynamic
2025-08-17T23:20:42Z,100,110,9,1,0,0,68,0,16,0,2,93162,600,2843,492,0,1050,97098,98175,NEW,NEW,NEW,dynamic
2025-08-17T23:20:43Z,100,85,11,2,0,0,160,0,22,0,2,92818,588,2751,1013,0,1492,97171,98725,NEW,NEW,NEW,dynamic
2025-08-17T23:20:48Z,100,86,10,2,0,0,112,0,19,0,2,97143,1631,1589,3009,0,976,103373,104568,NEW,NEW,NEW,dynamic
2025-08-17T23:21:14Z,100,103,10,1,0,0,94,0,16,0,2,7586,3954,5619,8041,0,4680,25202,30009,NEW,NEW,NEW,dynamic
2025-08-17T23:21:16Z,100,116,10,1,0,0,82,0,14,0,2,10281,3103,8430,4780,0,5163,26595,32542,NEW,NEW,NEW,dynamic
2025-08-17T23:21:16Z,100,95,11,2,0,0,140,0,21,0,2,10162,2774,7438,6000,0,5506,26376,32623,NEW,NEW,NEW,dynamic
2025-08-17T23:21:16Z,100,74,12,1,0,0,119,0,14,0,2,10125,3845,6086,5264,0,6232,25322,32355,NEW,NEW,NEW,dynamic
2025-08-17T23:21:16Z,100,110,9,1,0,0,68,0,16,0,2,9901,2489,9998,3766,0,5661,26155,32376,NEW,NEW,NEW,dynamic
2025-08-17T23:21:17Z,100,96,11,2,0,0,144,0,21,0,2,10004,7573,6981,3723,0,4346,28283,32788,NEW,NEW,NEW,dynamic
2025-08-17T23:21:17Z,100,86,10,2,0,0,112,0,19,0,2,9946,5038,6259,6126,0,5405,27371,33289,NEW,NEW,NEW,dynamic
2025-08-17T23:21:17Z,100,99,12,2,0,0,150,0,21,0,2,10348,7389,7398,4004,0,3837,29140,33612,NEW,NEW,NEW,dynamic
2025-08-17T23:21:17Z,100,76,11,1,0,0,129,0,18,0,2,10977,7615,6100,3933,0,4229,28626,33337,NEW,NEW,NEW,dynamic
2025-08-17T23:21:17Z,100,85,11,2,0,0,160,0,22,0,2,6502,6122,7300,4377,0,3963,24303,28973,NEW,NEW,NEW,dynamic
2025-08-17T23:21:21Z,100,198,11,1,0,0,86,0,11,0,2,19886,7306,6270,1076,0,2913,34540,37686,NEW,NEW,NEW,dynamic
2025-08-17T23:21:44Z,100,76,11,1,0,0,129,0,18,0,2,7212,3497,3137,5553,0,7062,19400,27041,NEW,NEW,NEW,dynamic
2025-08-17T23:21:48Z,100,103,10,1,0,0,94,0,16,0,2,8022,4032,5333,7685,0,5608,25074,31015,NEW,NEW,NEW,dynamic
2025-08-17T23:21:49Z,100,85,11,2,0,0,160,0,22,0,2,10240,5085,5348,5849,0,4428,26524,31236,NEW,NEW,NEW,dynamic
2025-08-17T23:21:49Z,100,110,9,1,0,0,68,0,16,0,2,8083,5078,8782,4833,0,4322,26777,31360,NEW,NEW,NEW,dynamic
2025-08-17T23:21:49Z,100,86,10,2,0,0,112,0,19,0,2,10573,4792,6695,4670,0,4894,26731,31814,NEW,NEW,NEW,dynamic
2025-08-17T23:21:49Z,100,99,12,2,0,0,150,0,21,0,2,9351,4789,7832,6787,0,2918,28760,31725,NEW,NEW,NEW,dynamic
2025-08-17T23:21:49Z,100,96,11,2,0,0,144,0,21,0,2,10484,6956,5998,5404,0,2405,28843,31877,NEW,NEW,NEW,dynamic
2025-08-17T23:21:50Z,100,116,10,1,0,0,82,0,14,0,2,10584,8814,6599,4864,0,1910,30863,32954,NEW,NEW,NEW,dynamic
2025-08-17T23:21:50Z,100,95,11,2,0,0,140,0,21,0,2,10934,8226,6857,4475,0,2073,30494,32975,NEW,NEW,NEW,dynamic
2025-08-17T23:21:50Z,100,198,11,1,0,0,86,0,11,0,2,10487,7194,9447,3779,0,1955,30909,33004,NEW,NEW,NEW,dynamic
2025-08-17T23:21:52Z,100,74,12,1,0,0,119,0,14,0,2,10211,10456,4940,1996,0,2279,27605,29950,NEW,NEW,NEW,dynamic
2025-08-17T23:22:15Z,100,74,12,1,0,0,119,0,14,0,2,8624,3731,3410,6744,0,3529,22511,26316,NEW,NEW,NEW,dynamic
2025-08-17T23:22:15Z,100,86,10,2,0,0,112,0,19,0,2,9027,3409,4078,5885,0,3753,22401,26598,NEW,NEW,NEW,dynamic
2025-08-17T23:22:16Z,100,103,10,1,0,0,94,0,16,0,2,7992,3288,4621,6051,0,4133,21955,26579,NEW,NEW,NEW,dynamic
2025-08-17T23:22:16Z,100,99,12,2,0,0,150,0,21,0,2,9564,4635,4533,4198,0,3403,22931,26557,NEW,NEW,NEW,dynamic
2025-08-17T23:22:17Z,100,85,11,2,0,0,160,0,22,0,2,10272,5417,4944,3536,0,2880,24171,27306,NEW,NEW,NEW,dynamic
2025-08-17T23:22:17Z,100,76,11,1,0,0,129,0,18,0,2,9608,5504,4219,4347,0,2829,23680,27165,NEW,NEW,NEW,dynamic
2025-08-17T23:22:18Z,100,95,11,2,0,0,140,0,21,0,2,8422,6464,5374,3701,0,1992,23962,26321,NEW,NEW,NEW,dynamic
2025-08-17T23:22:18Z,100,110,9,1,0,0,68,0,16,0,2,10023,7234,4720,3498,0,2018,25477,28019,NEW,NEW,NEW,dynamic
2025-08-17T23:22:18Z,100,96,11,2,0,0,144,0,21,0,2,11263,8688,4044,1409,0,1819,25405,27658,NEW,NEW,NEW,dynamic
2025-08-17T23:22:18Z,100,116,10,1,0,0,82,0,14,0,2,9806,8504,3672,2936,0,2247,24919,27562,NEW,NEW,NEW,dynamic
2025-08-17T23:22:19Z,100,198,11,1,0,0,86,0,11,0,2,12393,7910,4821,1079,0,462,26204,26758,NEW,NEW,NEW,dynamic
2025-08-17T23:22:36Z,100,96,11,2,0,0,144,0,21,0,2,5779,1668,3575,3856,0,950,14880,15883,NEW,NEW,NEW,dynamic
2025-08-17T23:22:36Z,100,95,11,2,0,0,140,0,21,0,2,6056,1975,4045,2646,0,1023,14724,15858,NEW,NEW,NEW,dynamic
2025-08-17T23:22:37Z,100,76,11,1,0,0,129,0,18,0,2,6563,1858,3919,2626,0,1272,14968,16288,NEW,NEW,NEW,dynamic
2025-08-17T23:22:37Z,100,110,9,1,0,0,68,0,16,0,2,6864,2377,5086,1081,0,1179,15411,16698,NEW,NEW,NEW,dynamic
2025-08-17T23:22:37Z,100,198,11,1,0,0,86,0,11,0,2,6540,1970,5897,1039,0,1244,15446,16746,NEW,NEW,NEW,dynamic
2025-08-17T23:22:38Z,100,116,10,1,0,0,82,0,14,0,2,6981,4410,3425,1212,0,976,16029,17055,NEW,NEW,NEW,dynamic
2025-08-17T23:22:55Z,100,116,10,1,0,0,82,0,14,0,2,224154,1132,2518,2059,0,1173,229864,231233,NEW,NEW,NEW,dynamic
2025-08-17T23:22:57Z,100,95,11,2,0,0,140,0,21,0,2,225148,1847,2241,1537,0,2263,230775,233168,NEW,NEW,NEW,dynamic
2025-08-17T23:22:58Z,100,103,10,1,0,0,94,0,16,0,2,225276,3357,1723,2056,0,1491,232413,234147,NEW,NEW,NEW,dynamic
2025-08-17T23:23:00Z,100,76,11,1,0,0,129,0,18,0,2,229235,1993,1960,1053,0,1793,234244,236162,NEW,NEW,NEW,dynamic
2025-08-17T23:23:04Z,100,198,11,1,0,0,86,0,11,0,2,231085,3094,4747,435,0,888,239363,240291,NEW,NEW,NEW,dynamic
2025-08-17T23:23:04Z,100,96,11,2,0,0,144,0,21,0,2,233192,2021,3455,710,0,902,239380,240326,NEW,NEW,NEW,dynamic
2025-08-17T23:23:04Z,100,99,12,2,0,0,150,0,21,0,2,233216,3094,2700,469,0,1021,239480,240535,NEW,NEW,NEW,dynamic
2025-08-17T23:23:30Z,100,86,10,2,0,0,112,0,19,0,2,216006,2668,7139,4857,0,3044,230672,233907,NEW,NEW,NEW,dynamic
2025-08-17T23:23:30Z,100,74,12,1,0,0,119,0,14,0,2,216562,2907,6883,4386,0,2935,230739,233907,NEW,NEW,NEW,dynamic
2025-08-17T23:23:30Z,100,76,11,1,0,0,129,0,18,0,2,216670,2947,5623,6093,0,2559,231334,234076,NEW,NEW,NEW,dynamic
